,Unnamed: 0,Адрес обращения,Дом,Дата,текст обращения,ids,listTextAppealLem
3063,3063,переулок Школьный,6,2021-06-14 08:57:34.714,По Школьному проезду д.6 хотелось бы огородить детскую площадку сов сех сторон(нет ограждения),13063,"['школьный', 'проезд', 'д', '6', 'хотеться', 'огораживать', 'детский', 'площадка', 'сова', 'сех', 'сторона', '(', 'ограждение']"
3064,3064,улица П.В.Дементьева,3 корп. 1,2021-06-08 22:32:20.644,"дет.площадки, школу, деревья и кустарники",13064,"['дет', 'площадка', 'школа', 'дерево', 'кустарник']"
3065,3065,улица Красина,14,2021-06-06 00:16:22.959,"По адресу ул. Красина 14 сделаны плохо тротуары, вода течет в подвал дома.",13065,"['адрес', 'ул', 'красин', '14', 'сделать', 'плохо', 'тротуар', 'вода', 'течь', 'подвал', 'дома']"
3066,3066,улица П.В.Дементьева,3 корп. 2,2021-06-08 22:40:58.866,"улучшить двор, проблемы с канализацией",13066,"['улучшать', 'двор', 'проблема', 'канализация']"
3067,3067,проспект Мира,88Б,2021-06-12 17:41:50.791,Ремонт дороги вдоль института экологии. Узнать что за вышка около Таможни.,13067,"['ремонт', 'дорога', 'вдоль', 'институт', 'экология', 'узнавать', 'вышка', 'около', 'таможня']"
3068,3068,улица Ахазова,2,2021-06-12 16:35:41.966,Сделать дорогу за домом,13068,"['сделать', 'дорога', 'дом']"
3069,3069,улица Коммунистическая,22,2021-06-07 18:52:50.952,"Перестелить дорогу от магазина ""Поларис"" до Коммунистической 22.
Поставить фонари.
Поставить больше скамеек на набережной",13069,"['перестилать', 'дорога', 'магазин', ' ""', 'полариса', '"" ', 'коммунистический', '22', 'поставлять', 'фонарь', 'поставлять', 'скамейка', 'набережная']"
3070,3070,улица Энтузиастов,33,2021-06-11 12:10:41.737,"Отремонтировать дороги прилежащие к дому, отсутствуют тротуары, ограждения, чтобы не ставили машины на газон",13070,"['отремонтировать', 'дорога', 'прилежать', 'дом', 'отсутствовать', 'тротуар', 'ограждение', 'ставить', 'машина', 'газон']"
3071,3071,улица Ленинского Комсомола,37 корп. 1,2021-06-08 17:17:31.769,"Обновить детскую площадку, решить вопрос с заброшенным домом",13071,"['обновлять', 'детский', 'площадка', 'решать', 'вопрос', 'забросить', 'дом']"
3072,3072,улица Кадыкова,21,2021-06-07 22:54:30.364,"Ремонт дороги, лифт ",13072,"['ремонт', 'дорога', 'лифт']"
3073,3073,"улица д. Чандрово, ул. Чандровская 2-я",1,2021-06-10 20:16:01.009,"Отвод канализации
Дорога - асфальт
Детская площадка
Уличное освещение",13073,"['отвод', 'канализация', 'дорога', ' - ', 'асфальт', 'детский', 'площадка', 'уличный', 'освещение']"
3074,3074,проспект Тракторостроителей,52 корп. 1,2021-06-06 16:16:47.297,Благоустроить территорию рядом с домом.,13074,"['благоустраивать', 'территория', 'рядом', 'дом']"
3075,3075,улица Социалистическая,7 корп. 1,2021-06-11 02:03:05.161,Чтобы началась реконструкция стадиона Волга и чтобы был крытый бассейн,13075,"['начинаться', 'реконструкция', 'стадион', 'волга', 'крыть', 'бассейн']"
3076,3076,улица Винокурова,41,2021-06-06 09:53:42.729,Сделать дорогу во дворе! Детскую площадку! Парковку!,13076,"['сделать', 'дорога', 'двор', '! ', 'детский', 'площадка', '! ', 'парковка', '!']"
3077,3077,улица Набережная,15,2021-06-12 07:26:13.468,Сделать ремонт в подъезде №2 ул. Набережная 15.,13077,"['сделать', 'ремонт', 'подъезд', '№', '2', 'ул', 'набережная', '15']"
3078,3078,улица П.В.Дементьева,18 корп. 3,2021-06-08 09:44:50.103,"увеличить парковку, ",13078,"['увеличивать', 'парковка']"
3079,3079,улица Молодежная,19,2021-06-07 20:07:41.599,"Наличие детской площадки, парковочные места! ",13079,"['наличие', 'детский', 'площадка', 'парковочный', 'место', '!']"
3080,3080,улица 10 Пятилетки,38,2021-06-09 23:38:56.782,Благоустройство 10-й Пятилетки,13080,"['благоустройство', '10', '-', 'й', 'пятилетка']"
3081,3081,улица Короленко,22 корп. 1,2021-06-05 23:42:10.637,"дорогу вдоль гаражей
дет.поликлинику",13081,"['дорога', 'вдоль', 'гараж', 'дет', 'поликлиника']"
3082,3082,улица Тютчева,14,2021-06-12 10:14:15.260,"Поставить столб под высоковольтную линию между домами Тютчева 12 и 14, т.к во время ветра происходит замыкание",13082,"['поставлять', 'столб', 'высоковольтный', 'линия', 'дом', 'тютчев', '12', '14', 'т', 'время', 'ветер', 'происходить', 'замыкание']"
3083,3083,улица Мичмана Павлова,32,2021-06-08 20:01:21.866,"Хотели бы, чтобы у нас в лифте не ссали",13083,"['хотеть', 'лифт', 'ссать']"
3084,3084,улица Чернышевского,26,2021-06-07 20:09:22.572,"Отремонтировать тротуар и проезжую часть дороги по ул.Чернышевского, д.26",13084,"['отремонтировать', 'тротуар', 'проезжий', 'часть', 'дорога', 'ул', 'чернышевский', 'д', '26']"
3085,3085,улица Яноушека,3,2021-06-05 21:25:21.583,парковку,13085,['парковка']
3086,3086,улица О.Беспалова,1,2021-06-08 12:41:57.844,"Расширить дорогу, сделать автопарковку",13086,"['расширять', 'дорога', 'сделать', 'автопарковка']"
3087,3087,улица Эльгера,8,2021-06-06 15:27:45.572,Отремонтировать детскую площадку. ,13087,"['отремонтировать', 'детский', 'площадка']"
3088,3088,улица Чапаева,16,2021-06-08 18:09:40.006,"Освещение двора. В каждом подьезде современные урны и скамейки. Цветочные ограждения, убрать старые деревья.",13088,"['освещение', 'двор', 'каждый', 'подьезде', 'современный', 'урна', 'скамейка', 'цветочный', 'ограждение', 'убирать', 'старый', 'дерево']"
3089,3089,бульвар Юности,2,2021-06-12 19:20:27.978,"Являюсь матерью полугодовалого ребенка прошу обновить детские площадки, а особенно по адресу бульвар юности 2. Все старое, заржавевшее и скрипящее. Во- вторых улучшить состояние родильного дома по адресу 139 стрелковой дивизии 5. В родильной палате холодно, в комнатах стены рушатся, душевых нет. А как после родов 5 дней без душа? В парке улучшить тропинку, не возможно гулять с коляской. Прошу улучшить состояние вещей связанных с детьми. Надежда на вас! Спасибо:)",13089,"['являться', 'мать', 'полугодовалый', 'ребенок', 'просить', 'обновлять', 'детский', 'площадка', 'особенно', 'адрес', 'бульвар', 'юность', '2', 'весь', 'старый', 'заржаветь', 'скрипеть', '- ', 'второй', 'улучшать', 'состояние', 'родильный', 'дом', 'адрес', '139', 'стрелковый', 'дивизия', '5', 'родильный', 'палата', 'холодно', 'комната', 'стена', 'рушиться', 'душевой', 'роды', '5', 'день', 'душа', '? ', 'парк', 'улучшать', 'тропинка', 'возможно', 'гулять', 'коляска', 'просить', 'улучшать', 'состояние', 'вещь', 'связывать', 'ребенок', 'надежда', '! ', 'спасибо']"
3090,3090,улица Богдана Хмельницкого,10 корп. 1,2021-06-17 12:21:41.871,"Перестелить тротуар по ул. Суворова от ул. Б. Хмельницкого 10,корп. 1 к детскому саду № 36",13090,"['перестилать', 'тротуар', 'ул', 'суворов', 'ул', 'б', 'хмельницкий', '10', 'корп', '1', 'детский', 'сад', '№', '36']"
3091,3091,улица Богдана Хмельницкого,10 корп. 1,2021-06-17 15:20:32.344,Заменить тротуар к детскому саду №36,13091,"['заменять', 'тротуар', 'детский', 'сад', '№', '36']"
3092,3092,"улица д. Чандрово, ул. Чандровская",86,2021-06-10 23:34:04.539,"Отремонтировать до конца дорогу, тротуар",13092,"['отремонтировать', 'конец', 'дорога', 'тротуар']"
3093,3093,улица Советская,73,2021-06-11 23:01:44.078,"Желаю здоровья, успехов!",13093,"['желать', 'здоровье', 'успех', '!']"
3094,3094,улица Космонавта Николаева А.Г.,26,2021-06-04 18:33:45.007,Детская и спортивная площадка ,13094,"['детский', 'спортивный', 'площадка']"
3095,3095,улица Мичмана Павлова,13,2021-06-04 14:29:16.493,Прошу вашей помощи по поводу моей болезни. Не могу добиться квалифицированной помощи специалиста травматолога. Моей пенсии не хватает на лечение. Жду звонка.,13095,"['просить', 'ваш', 'помощь', 'повод', 'болезнь', 'мочь', 'добиваться', 'квалифицированный', 'помощь', 'специалист', 'травматолог', 'пенсия', 'хватать', 'лечение', 'ждать', 'звонок']"
3096,3096,улица Семенова,29,2021-06-12 07:13:52.225,Ремонт проезжей дороги,13096,"['ремонт', 'проезжий', 'дорога']"
3097,3097,улица П.В.Дементьева,3 корп. 2,2021-06-08 22:43:53.152,понизить пенсионный возраст ,13097,"['понижать', 'пенсионный', 'возраст']"
3098,3098,проспект Геннадия Айги,10,2021-06-17 11:30:32.979,Озеленение территории. Поручень на тротуарах.,13098,"['озеленение', 'территория', 'поручень', 'тротуар']"
3099,3099,улица П.В.Дементьева,3 корп. 2,2021-06-08 22:27:45.572,"дет.площадку, школу, парк, реку Сугутку облагородить",13099,"['дет', 'площадка', 'школа', 'парк', 'река', 'сугутка', 'облагораживать']"
3100,3100,улица Гагарина Ю.,41,2021-06-07 02:16:15.891,Ремонт дорог,13100,"['ремонт', 'дорогой']"
3101,3101,улица Эльменя,17,2021-06-04 20:13:21.206,"1)детская площадка, 
2)ковровыбивалка",13101,"['1', ')', 'детский', 'площадка', ', \n', '2', ')', 'ковровыбивалка']"
3102,3102,улица 10 Пятилетки,47,2021-06-04 22:18:10.947,Установить новую детскую площадку,13102,"['устанавливать', 'новый', 'детский', 'площадка']"
3103,3103,улица Винокурова,74,2021-06-09 22:06:05.921,Достроить площадку во дворе!,13103,"['достраивать', 'площадка', 'двор', '!']"
3104,3104,улица Ашмарина,34А,2021-06-05 21:49:33.117,Отремонтировать тротуар.Открыть спортивные площадки.Открыть баню.,13104,"['отремонтировать', 'тротуар', 'открывать', 'спортивный', 'площадка', 'открывать', 'баня']"
3105,3105,улица Эльменя,34,2021-06-04 22:05:13.455,"шлагбаум, школа, остановка",13105,"['шлагбаум', 'школа', 'остановка']"
3106,3106,проспект Тракторостроителей,71,2021-06-08 21:24:11.810,Построить спортивную площадку(футбольную и хоккейную),13106,"['построить', 'спортивный', 'площадка', '(', 'футбольный', 'хоккейный']"
3107,3107,улица Калинина,102 корп. 3,2021-06-06 21:13:31.570,Покраска газовой трубы,13107,"['покраска', 'газовый', 'труба']"
3108,3108,улица Маршака,6 корп. 1,2021-06-08 20:17:20.766,Построить обьездную дорогу вдоль Цивильского оврага слевой стороны т. к. дворовая территория дома Маршака 6к1 перегружена движением личного транспорта .,13108,"['построить', 'обьездный', 'дорога', 'вдоль', 'цивильский', 'овраг', 'слевый', 'сторона', 'т', 'дворовый', 'территория', 'дом', 'маршак', '6к1', 'перегружать', 'движение', 'личный', 'транспорт']"
3109,3109,бульвар Зеленый,19,2021-06-12 20:12:28.372,Благоустроить дворовую территорию ,13109,"['благоустраивать', 'дворовый', 'территория']"
3110,3110,проспект Тракторостроителей,52 корп. 1,2021-06-06 16:52:17.000,"Построить детскую площадку, дорогу. Установить видеокамеру на дом.",13110,"['построить', 'детский', 'площадка', 'дорога', 'устанавливать', 'видеокамера', 'дом']"
3111,3111,улица Ленинского Комсомола,30,2021-06-15 05:46:10.989,"1. Благоустройство двора по ул. Ленинского Комсомола, 30.
2. Увеличение числа парковочных мест для автомобилей.",13111,"['1', 'благоустройство', 'двор', 'ул', 'ленинский', 'комсомол', '30', '2', 'увеличение', 'число', 'парковочный', 'место', 'автомобиль']"
3112,3112,улица Академика В.Н.Челомея,1,2021-06-08 21:26:52.565,"
школу, парк",13112,"['школа', 'парк']"
3113,3113,проспект Мира,23,2021-06-09 07:53:58.679,блогоустроиство дворов,13113,"['блогоустроиство', 'двор']"
3114,3114,улица 10 Пятилетки,70,2021-06-11 22:37:00.893,Детскую площадку перед домом,13114,"['детский', 'площадка', 'дом']"
3115,3115,улица Мичмана Павлова,24,2021-06-09 08:24:47.628,"Дорогу м-у Гузовского, д. 3 и М. Павлова 24 отремонтировать. Дорога к школе 27 убита, подъездная дорога к М. Павлова 24 давно подлежит ремонту",13115,"['дорога', 'м', '-', 'гузовский', 'д', '3', 'м', 'павлов', '24', 'отремонтировать', 'дорога', 'школа', '27', 'убивать', 'подъездной', 'дорога', 'м', 'павлов', '24', 'давно', 'подлежать', 'ремонт']"
3116,3116,улица Мичмана Павлова,24,2021-06-09 11:22:26.653,"Благоустройство двора, очень много мусора, веток. Побыстрее бы ремонт Школьного бульвара",13116,"['благоустройство', 'двор', 'очень', 'мусор', 'ветка', 'быстро', 'ремонт', 'школьный', 'бульвар']"
3117,3117,бульвар А.Миттова,25,2021-06-11 09:12:43.847,"Заменить в доме лифты, т.к. установленные отработали свой срок эксплуатации",13117,"['заменять', 'дом', 'лифт', 'т', 'установленный', 'отрабатывать', 'свой', 'срок', 'эксплуатация']"
3118,3118,бульвар А.Миттова,25,2021-06-11 09:14:48.676,"Поменять лифт на новый, современный, так как этот уже старый и часто ломается",13118,"['поменять', 'лифт', 'новый', 'современный', 'старый', 'часто', 'ломаться']"
3119,3119,улица Болгарстроя,1 корп. 1,2021-06-05 20:30:23.102,Благоустроить овраг между Южным и Альгешево.,13119,"['благоустраивать', 'овраг', 'южный', 'альгешевый']"
3120,3120,улица Ленинского Комсомола,24 корп. 2,2021-06-14 13:24:16.666,Детская площадка.,13120,"['детский', 'площадка']"
3121,3121,улица Кукшумская,11,2021-06-11 19:16:36.214,улучшить и огородить детскую площадку рядом с домом,13121,"['улучшать', 'огораживать', 'детский', 'площадка', 'рядом', 'дом']"
3122,3122,улица Николая Рождественского,1,2021-06-07 21:38:27.983,"Прошу за домом 1 по ул. Н. Рождественского закрепить школу №4 или №16 вместо №6 школы т. к. очень далеко ходить и нет дороги и освещения.
Разобраться и показать бывшему упр. компанию ""Альянс жилком"" за кражу обще домового имущества: шлагбаумы -2 шт ,видеокамеры примерно 8 шт,Они были приобретены за счет собственников жилья. Отчеты о затратах не предостовлялись за 3.5 года .Прошу разобраться и ответить письменно.",13122,"['просить', 'дом', '1', 'ул', 'н', 'рождественский', 'закреплять', 'школа', '№', '4', '№', '16', 'вместо', '№', '6', 'школа', 'т', 'очень', 'далеко', 'ходить', 'дорога', 'освещение', 'разбираться', 'показывать', 'бывший', 'упра', 'компания', ' ""', 'альянс', 'жилко', '"" ', 'кража', 'общий', 'домовой', 'имущество', ': ', 'шлагбаум', ' -', '2', 'шт', ' ,', 'видеокамера', 'примерно', '8', 'шт', 'приобретать', 'счет', 'собственник', 'жилье', 'отчет', 'затрата', 'предостовляться', '3.5', 'год', 'просить', 'разбираться', 'отвечать', 'письменно']"
3123,3123,бульвар Солнечный,16 корп. 3,2021-06-06 10:24:58.552,Снизить пенсионный возраст.,13123,"['снижать', 'пенсионный', 'возраст']"
3124,3124,улица Терешковой,17,2021-06-12 08:57:52.115,Просим установить скамейки около дома,13124,"['просить', 'устанавливать', 'скамейка', 'около', 'дом']"
3125,3125,улица Мичмана Павлова,62,2021-06-12 22:13:23.743,Стоянка около дома М.Павлова 62,13125,"['стоянка', 'около', 'дом', 'м', 'павлов', '62']"
3126,3126,бульвар Зеленый,1а,2021-06-06 12:35:23.502,Хочется облагораживать территорию дома и пандус в подъезде,13126,"['хотеться', 'облагораживать', 'территория', 'дома', 'пандус', 'подъезд']"
3127,3127,улица Декабристов,12,2021-06-06 21:25:30.541,Срубить тополя,13127,"['срубать', 'тополь']"
3128,3128,проспект Московский,19 корп. 9,2021-06-05 09:57:10.342,Благоустройство детской площадки по адресу  пр-кт. Московский 19/5 или  пр-кт. Московский 19/9. Улучшить парк.,13128,"['благоустройство', 'детский', 'площадка', 'адрес', 'пр-кт', 'московский', '19', '/', '5', 'пр-кт', 'московский', '19', '/', '9', 'улучшать', 'парк']"
3129,3129,бульвар А.Миттова,35,2021-06-12 11:12:21.678,"Протянуть тротуар от 35 дома до школы 64.
Сделать бесплатную парковку",13129,"['протягивать', 'тротуар', '35', 'дом', 'школа', '64', 'сделать', 'бесплатный', 'парковка']"
3130,3130,"улица д. Чандрово, ул. Чандровская",78,2021-06-11 00:08:10.534,"Проложить асфальт, отремонтировать клуб",13130,"['пролагать', 'асфальт', 'отремонтировать', 'клуб']"
3131,3131,улица Красина,14,2021-06-06 00:24:49.220,Организовать односторонее движение по  ул. Красина 14.,13131,"['организовывать', 'одностороной', 'движение', 'ул', 'красин', '14']"
3132,3132,улица Гузовского,34,2021-06-12 20:41:40.747,"УК убрали все качели сделайте площадку детскую! 80 кубов списывают на мытье, разберитесь с УК",13132,"['ук', 'убирать', 'качели', 'сделать', 'площадка', 'детский', '! ', '80', 'куб', 'списывать', 'мытье', 'разбираться', 'ук']"
3133,3133,улица Космонавта Николаева А.Г.,48,2021-06-07 17:36:35.923,Замена окон в подъезде,13133,"['замена', 'окно', 'подъезд']"
3134,3134,проспект Мира,29,2021-06-08 20:39:52.763,сделать парковку во дворе,13134,"['сделать', 'парковка', 'двор']"
3135,3135,улица Эльгера,1,2021-06-12 19:01:21.605,"Просим сделать ремонт в подъездах 3,4,5 и 6 дома Эльгера 1.
30 лет(!) без ремонта. ",13135,"['просить', 'сделать', 'ремонт', 'подъезд', '3', '4', '5', '6', 'дом', 'эльгер', '1', '30', 'год', '(', '!', ') ', 'ремонт']"
3136,3136,улица Водопроводная,20,2021-06-08 13:41:16.172,"Благоустройство и озеленение дворовых территорий, ремонт дорог, скамеек, детских площадок.",13136,"['благоустройство', 'озеленение', 'дворовый', 'территория', 'ремонт', 'дорога', 'скамейка', 'детский', 'площадка']"
3137,3137,бульвар Речной,2 корп. 1,2021-06-12 07:31:17.065,"Прошу благойстроить детские садики, школу, детские площадки",13137,"['просить', 'благойстроить', 'детский', 'садик', 'школа', 'детский', 'площадка']"
3138,3138,улица Калинина,110,2021-06-09 20:11:29.221,-,13138,[]
3139,3139,улица Ленинского Комсомола,20 ,2021-06-14 13:12:51.200,Просьба организовать детскую игровую площадку во дворе дома по ул. Ленинского Комсомола 20 и установить во дворе скамейки для бабушек.,13139,"['просьба', 'организовывать', 'детский', 'игровой', 'площадка', 'двор', 'дом', 'ул', 'ленинский', 'комсомол', '20', 'устанавливать', 'двор', 'скамейка', 'бабушка']"
3140,3140,улица Перова,18,2021-06-05 19:15:50.698,Ремонт дороги по улице.,13140,"['ремонт', 'дорога', 'улица']"
3141,3141,проспект 9-й Пятилетки,30,2021-06-11 06:28:05.789,"Нужно поменять лифты, 
ремонт дорог возле двора,
благоустройство рощи за Кадетским корпусом",13141,"['нужно', 'поменять', 'лифт', ', \n', 'ремонт', 'дорогой', 'возле', 'двор', ',\n', 'благоустройство', 'роща', 'кадетский', 'корпус']"
3142,3142,улица Усадская,9,2021-06-04 23:42:59.791,облегчить оформление документации ИП,13142,"['облегчать', 'оформление', 'документация', 'ипать']"
3143,3143,улица Советская,67,2021-06-11 23:52:36.365,"Обещали дорогу, жть\

Обещали дорогу, жители очень ждут! Тротуары нужны очень!


",13143,"['обещать', 'дорога', 'жть', '\\\n', 'обещать', 'дорога', 'житель', 'очень', 'ждать', '! ', 'тротуар', 'нужный', 'очень', '!']"
3144,3144,улица 50 лет Октября,8,2021-06-08 12:16:13.175,Благоустройство двора спортивными площадками,13144,"['благоустройство', 'двор', 'спортивный', 'площадка']"
3145,3145,улица Гоголя,3,2021-06-06 12:02:24.595,Современная детская площадка.Школа.Автостоянку на площадку возле Сбербанка. Парк.,13145,"['современный', 'детский', 'площадка', 'школа', 'автостоянка', 'площадка', 'возле', 'сбербанк', 'парк']"
3146,3146,улица Шумилова,17,2021-06-05 18:20:22.606,Детская площадка во дворе,13146,"['детский', 'площадка', 'двор']"
3147,3147,улица Советская,77,2021-06-08 23:28:42.160,Детская площадка,13147,"['детский', 'площадка']"
3148,3148,бульвар Эгерский,32,2021-06-07 00:24:14.142,"Шум возле кафе ""Парковка""",13148,"['шум', 'возле', 'кафе', ' ""', 'парковка']"
3149,3149,улица Винокурова,37,2021-06-05 19:32:54.699,Бельевую привести в порядок,13149,"['бельевой', 'приводить', 'порядок']"
3150,3150,улица П.В.Дементьева,14,2021-06-09 11:07:25.885,школа нужна,13150,"['школа', 'нужный']"
3151,3151,бульвар Эгерский,45,2021-06-12 21:59:12.710,Расширить парковку,13151,"['расширять', 'парковка']"
3152,3152,улица Кирова,12,2021-06-11 01:48:42.535,"Установить светофор на переходе возле остановки ДК Ровесник (напротив больницы).
Отремонтировать подъезды и фасад дома, решить проблему с бродячими собаками. Ограничить движение грузовых автомобилей",13152,"['устанавливать', 'светофор', 'переход', 'возле', 'остановка', 'ДК', 'ровесник', ' (', 'напротив', 'больница', ')', 'отремонтировать', 'подъезд', 'фасад', 'дома', 'решать', 'проблема', 'бродячий', 'собака', 'ограничивать', 'движение', 'грузовой', 'автомобиль']"
3153,3153,бульвар Зеленый,3а корп. 1,2021-06-06 11:05:26.739,"Просим организовать площадку для выгула собак; напротив школы сделать детскую площадку; оказать содействие в установке знаков ""выгул собак запрещен"" на территории школьного стадиона ""СШ№9 НЧК"" и при входе на ее территорию ",13153,"['просить', 'организовывать', 'площадка', 'выгул', 'собака', '; ', 'напротив', 'школа', 'сделать', 'детский', 'площадка', '; ', 'оказывать', 'содействие', 'установка', 'знак', ' ""', 'выгул', 'собака', 'запрещать', '"" ', 'территория', 'школьный', 'стадион', ' ""', 'СШ', '№', '9', 'НЧК', '"" ', 'вход', 'территория']"
3154,3154,улица Мате Залка,11,2021-06-05 01:38:04.848,"Детская площадка, парк",13154,"['детский', 'площадка', 'парк']"
3155,3155,улица Северная,14,2021-06-11 01:40:00.616,"Подрезать, подпилить ветки на липе - висят на проводах",13155,"['подрезать', 'подпиливать', 'ветка', 'липа', ' - ', 'висеть', 'провод']"
3156,3156,улица Лукина,5,2021-06-12 20:00:02.584,Скорее постройте школу!!! Парковую зону без машин.,13156,"['скоро', 'построить', 'школа', '!!! ', 'парковый', 'зона', 'машина']"
3157,3157,улица Ашмарина,34А,2021-06-05 21:16:27.783,"Освещение,дороги.",13157,"['освещение', 'дорога']"
3158,3158,улица Ашмарина,34А,2021-06-05 21:31:28.280,Освещение вокруг дома. Благоустройство Обиковской рощи.,13158,"['освещение', 'вокруг', 'дом', 'благоустройство', 'обиковский', 'роща']"
3159,3159,улица Гагарина Ю.,53 корп. 1,2021-06-07 02:28:16.617,Асфальтированная дорога к дому,13159,"['асфальтировать', 'дорога', 'дом']"
3160,3160,улица Николая Рождественского,1,2021-06-07 22:18:44.802,"1.Хотим территориально перейти к школе гимназии №4 так как до школы №6 далеко и там 3 смены. 2.Хотим обустроить детский парк ,сквер или парк с внешней стороны дома.3.Не хотим точечной застройки.4.Не хватает остановки общественного транспорта рядом с домом(территория фитнеса)",13160,"['1', 'хотеть', 'территориально', 'переходить', 'школа', 'гимназия', '№', '4', 'школа', '№', '6', 'далеко', '3', 'смена', '2', 'хотеть', 'обустраивать', 'детский', 'парк', ' ,', 'сквер', 'парк', 'внешний', 'сторона', 'дом', '3', 'хотеть', 'точечный', 'застройка', '4', 'хватать', 'остановка', 'общественный', 'транспорт', 'рядом', 'дом', '(', 'территория', 'фитнес']"
3161,3161,улица Бичурина,8,2021-06-05 22:06:01.176,"Обустроить детские площадки, поставить скамейки.",13161,"['обустраивать', 'детский', 'площадка', 'поставлять', 'скамейка']"
3162,3162,улица Бичурина,8,2021-06-05 22:06:04.677,"Обустроить детские площадки, поставить скамейки.",13162,"['обустраивать', 'детский', 'площадка', 'поставлять', 'скамейка']"
3163,3163,улица Университетская,30,2021-06-08 21:17:44.855,Нужна детская площадка. ,13163,"['нужный', 'детский', 'площадка']"
3164,3164,улица П.В.Дементьева,14,2021-06-09 11:02:20.958,Школу,13164,['школа']
3165,3165,улица Ахазова,3,2021-06-09 12:31:00.858,"Безопасность и благоустройство в роще Гузовского ( субботники), уборка поваленных деревьев обязательно. ",13165,"['безопасность', 'благоустройство', 'роща', 'гузовский', ' ( ', 'субботник', '), ', 'уборка', 'повалить', 'дерево', 'обязательно']"
3166,3166,бульвар А.Миттова,18 корп. 1,2021-06-12 03:41:16.646,"Побольше детских площадок, ремонт дороги",13166,"['детский', 'площадка', 'ремонт', 'дорога']"
3167,3167,улица Ольдеевская,12,2021-06-12 22:04:38.831,"По улицам в деревне.
Дороги и детские площадки для детей их очень много а играть не где",13167,"['улица', 'деревня', 'дорога', 'детский', 'площадка', 'ребенок', 'очень', 'играть']"
3168,3168,бульвар А.Миттова,35,2021-06-12 11:17:16.823,"Детскую площадку, стоянку для машин, убрать песок",13168,"['детский', 'площадка', 'стоянка', 'машина', 'убирать', 'песок']"
3169,3169,улица Алексея Ургалкина,23А,2021-06-06 23:11:43.460,Сделать канализацию. Построить дорогу.Сделать освещение. Построить детские площадки.,13169,"['сделать', 'канализация', 'построить', 'дорога', 'сделать', 'освещение', 'построить', 'детский', 'площадка']"
3170,3170,улица П.В.Дементьева,18 корп. 3,2021-06-08 09:50:30.087,построить школу,13170,"['построить', 'школа']"
3171,3171,улица Хузангая,27,2021-06-12 20:43:53.114,Сломаны качели их не ремонтируют,13171,"['сломать', 'качели', 'ремонтировать']"
3172,3172,улица Советская,36,2021-06-14 20:11:45.408,"По ул.Советская около тренажеров нужно организовать покрытие, чтобы можно было заниматься в любой сезон ",13172,"['ул', 'советский', 'около', 'тренажер', 'нужно', 'организовывать', 'покрытие', 'заниматься', 'любой', 'сезон']"
3173,3173,улица Советская,36,2021-06-14 20:18:48.515,"Облагородить придомовую территорию, организовать детскую площадку во дворе улицы Советская 36. Улицы 26А Советская и 40 не убирают мусор",13173,"['облагораживать', 'придомовый', 'территория', 'организовывать', 'детский', 'площадка', 'двор', 'улица', 'советский', '36', 'улица', '26А', 'советский', '40', 'убирать', 'мусор']"
3174,3174,проспект Тракторостроителей,54,2021-06-06 15:30:01.635,Заменить лифт.,13174,"['заменять', 'лифт']"
3175,3175,улица Социалистическая,11,2021-06-12 13:36:40.767,Сзади дома вырубить деревья. В квартире очень темно,13175,"['сзади', 'дома', 'вырубать', 'дерево', 'квартира', 'очень', 'темно']"
3176,3176,улица Винокурова,18,2021-06-14 15:26:34.825,Привести в порядок детскую площадку во дворе,13176,"['приводить', 'порядок', 'детский', 'площадка', 'двор']"
3177,3177,улица Терешковой,6А,2021-06-09 10:35:30.554,Кап ремонт,13177,"['кап', 'ремонт']"
3178,3178,улица Мичмана Павлова,30,2021-06-09 11:19:57.954,Нет пешеходного перехода от Пиццерии на Университетской,13178,"['пешеходный', 'переход', 'пиццерия', 'университетский']"
3179,3179,улица Ленинского Комсомола,26,2021-06-15 05:43:10.969,"Прошу Вас подумать о расширении дороги (проезда), ведущей к школе №17, между  домом Шумилова, 9 и детским садом №106 (Шумилова, 7) и о создании там тротуара. Беспокоюсь о безопасности детей, идущих в школу, в зимнее время года. Чтобы увернуться от проезжающих машин, зимой пешеходам (и мамам с санками, колясками) приходится взбираться на высокую снежную насыпь.",13179,"['просить', 'подумать', 'расширение', 'дорога', ' (', 'проезд', '), ', 'вести', 'школа', '№', '17', 'дом', 'шумилов', '9', 'детский', 'сад', '№', '106', ' (', 'шумилов', '7', ') ', 'создание', 'тротуар', 'беспокоиться', 'безопасность', 'ребенок', 'идти', 'школа', 'зимний', 'время', 'год', 'увертываться', 'проезжающий', 'машина', 'зима', 'пешеход', ' (', 'мама', 'санки', 'коляска', ') ', 'приходиться', 'взбираться', 'высокий', 'снежный', 'насыпь']"
3180,3180,"улица поселок Первомайский, ул. Полевая",3,2021-06-06 14:16:10.790,Просим вас оказать содействие соформлением земельных участков под своими жилыми домами и придомовой территории.,13180,"['просить', 'оказывать', 'содействие', 'соформление', 'земельный', 'участок', 'свой', 'жилой', 'дом', 'придомовый', 'территория']"
3181,3181,улица Афанасьева,1,2021-06-05 11:43:46.543,Занизить бордюры по адресу ул. Афанасьева 1,13181,"['занижать', 'бордюр', 'адрес', 'ул', 'афанасьев', '1']"
